N,array_type,time
50400,reversed,7937
50500,reversed,5107
50600,reversed,4679
50700,reversed,4580
50800,reversed,4361
50900,reversed,4196
51000,reversed,4230
51100,reversed,4376
51200,reversed,4790
51300,reversed,4960
51400,reversed,4554
51500,reversed,4510
51600,reversed,5216
51700,reversed,5230
51800,reversed,4408
51900,reversed,4627
52000,reversed,4670
52100,reversed,4525
52200,reversed,4342
52300,reversed,4388
52400,reversed,5111
52500,reversed,4607
52600,reversed,4544
52700,reversed,4819
52800,reversed,4544
52900,reversed,4532
53000,reversed,5039
53100,reversed,4513
53200,reversed,4801
53300,reversed,4323
53400,reversed,4883
53500,reversed,4944
53600,reversed,4769
53700,reversed,5608
53800,reversed,5025
53900,reversed,4287
54000,reversed,4723
54100,reversed,4632
54200,reversed,10626
54300,reversed,4651
54400,reversed,4762
54500,reversed,5076
54600,reversed,4826
54700,reversed,5273
54800,reversed,5304
54900,reversed,4684
55000,reversed,5856
55100,reversed,9391
55200,reversed,5561
55300,reversed,5037
55400,reversed,4955
55500,reversed,5511
55600,reversed,5141
55700,reversed,4602
55800,reversed,5222
55900,reversed,5691
56000,reversed,4651
56100,reversed,4796
56200,reversed,5054
56300,reversed,4831
56400,reversed,4717
56500,reversed,7563
56600,reversed,10081
56700,reversed,4863
56800,reversed,4926
56900,reversed,5334
57000,reversed,5002
57100,reversed,5775
57200,reversed,6020
57300,reversed,10984
57400,reversed,10198
57500,reversed,9450
57600,reversed,9508
57700,reversed,9240
57800,reversed,8693
57900,reversed,7946
58000,reversed,6253
58100,reversed,6254
58200,reversed,5498
58300,reversed,5677
58400,reversed,8338
58500,reversed,11237
58600,reversed,6986
58700,reversed,5648
58800,reversed,5207
58900,reversed,5655
59000,reversed,5145
59100,reversed,6987
59200,reversed,10281
59300,reversed,5225
59400,reversed,5029
59500,reversed,5546
59600,reversed,5494
59700,reversed,5030
59800,reversed,5258
59900,reversed,5239
60000,reversed,10489
60100,reversed,4988
60200,reversed,5311
60300,reversed,12232
60400,reversed,7554
60500,reversed,5811
60600,reversed,5028
60700,reversed,5088
60800,reversed,10264
60900,reversed,9442
61000,reversed,9464
61100,reversed,7663
61200,reversed,10025
61300,reversed,9868
61400,reversed,9169
61500,reversed,9981
61600,reversed,10475
61700,reversed,10214
61800,reversed,9632
61900,reversed,11025
62000,reversed,13287
62100,reversed,10335
